id,separationtype,cease_date,dete_start_date,role_start_date,position,classification,region,business_unit,employment_status,career_move_to_public_sector,career_move_to_private_sector,interpersonal_conflicts,job_dissatisfaction,dissatisfaction_with_the_department,physical_work_environment,lack_of_recognition,lack_of_job_security,work_location,employment_conditions,maternity/family,relocation,study/travel,ill_health,traumatic_incident,work_life_balance,workload,none_of_the_above,gender,age,aboriginal,torres_strait,south_sea,disability,nesb
555,Age Retirement,2012,,,Teacher,Secondary,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,,,,,
556,Age Retirement,09/2013,1975.0,1975.0,Teacher Aide,Primary,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
557,Age Retirement,09/2013,1978.0,2010.0,Head of Curriculum/Head of Special Education,,Central Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,56-60,,,,,
558,Resignation-Move overseas/interstate,07/2013,2011.0,2011.0,Teacher,Middle,North Queensland,,Permanent Full-time,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,21-25,,,,,
559,Age Retirement,08/2013,2006.0,2006.0,Teacher,Primary,South East,,Permanent Part-time,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,61 or older,,,,,
560,Voluntary Early Retirement (VER),09/2013,2001.0,2001.0,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,,,,
561,Age Retirement,07/2013,1989.0,2012.0,Public Servant,AO5-AO7,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,,,,,
562,Voluntary Early Retirement (VER),08/2013,1979.0,2000.0,Head of Curriculum/Head of Special Education,,North Coast,,Permanent Full-time,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,Male,56-60,,,,,
563,Resignation-Move overseas/interstate,06/2013,2012.0,2012.0,Cleaner,,Central Office,Education Queensland,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,
564,Resignation-Other reasons,06/2013,1990.0,2011.0,Teacher,Secondary,North Queensland,,Permanent Full-time,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,41-45,,,,,
565,Voluntary Early Retirement (VER),09/2013,1981.0,1996.0,Teacher,Secondary,Central Office,Education Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,,,,,
566,Age Retirement,07/2013,1978.0,1996.0,Teacher,Secondary,Central Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,,,,,
567,Age Retirement,04/2013,1980.0,1985.0,Head of Curriculum/Head of Special Education,,,,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56-60,,,,,
568,Age Retirement,07/2013,,2011.0,Teacher,Primary,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,61 or older,,,,,
569,Resignation-Other reasons,06/2013,2000.0,,Teacher Aide,,Central Office,Education Queensland,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,46-50,,,,,
570,Resignation-Other reasons,07/2013,2010.0,2010.0,Schools Officer,,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,31-35,,,,,
571,Other,06/2013,2005.0,2005.0,Teacher Aide,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,41-45,,,,,
572,Resignation-Other reasons,07/2013,1998.0,2008.0,Business Service Manager,,Darling Downs South West,,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,
573,Termination,09/2013,,,Cleaner,,Central Office,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,,,,,
574,Ill Health Retirement,06/2013,2009.0,2011.0,Cleaner,,,,Permanent Part-time,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,Female,41-45,,,,,
575,Voluntary Early Retirement (VER),06/2013,1990.0,2007.0,Public Servant,AO5-AO7,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,,,,,
576,Resignation-Other reasons,07/2013,2004.0,2005.0,Public Servant,AO5-AO7,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,Female,31-35,,,,,
577,Resignation-Other reasons,06/2013,2004.0,,Teacher Aide,,,,Permanent Part-time,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Female,26-30,,,,,
578,Resignation-Other employer,09/2013,1994.0,1998.0,Teacher,Primary,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,,,,,
579,Age Retirement,07/2013,1998.0,2003.0,Teacher,Secondary,Darling Downs South West,,Permanent Part-time,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Male,61 or older,,,,,
580,Ill Health Retirement,07/2013,1997.0,2003.0,Schools Officer,,,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,56-60,,,,,
581,Age Retirement,07/2013,1985.0,1987.0,Schools Officer,,Far North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,,,,,
582,Age Retirement,05/2013,1996.0,1996.0,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
583,Age Retirement,05/2013,2000.0,2000.0,Teacher,Secondary,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,56-60,,,,,
584,Age Retirement,09/2013,1992.0,1992.0,Cleaner,,Darling Downs South West,,Permanent Full-time,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,,,,
585,Resignation-Other employer,07/2013,2008.0,2008.0,School Administrative Staff,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,51-55,,,,,
586,Resignation-Move overseas/interstate,06/2013,2012.0,2013.0,Teacher Aide,,,,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,,,,,
587,Resignation-Move overseas/interstate,09/2010,1999.0,2000.0,Teacher,Special Education,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Female,51-55,,,,,
588,Age Retirement,06/2013,1998.0,1998.0,Teacher,Secondary,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,,,,,
589,Resignation-Other employer,06/2013,2011.0,2011.0,Other,,South East,,Temporary Part-time,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Male,31-35,,,,,Yes
590,Resignation-Other reasons,09/2013,1985.0,1989.0,Other,,Metropolitan,,Permanent Full-time,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Male,61 or older,,,,,Yes
591,Resignation-Other employer,01/2014,2005.0,2012.0,Public Servant,,Metropolitan,,Permanent Full-time,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,Female,31-35,,,,,
592,Ill Health Retirement,06/2013,2002.0,2002.0,Cleaner,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Female,51-55,,,,,
593,Resignation-Other reasons,06/2013,2001.0,2010.0,Cleaner,,North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,,,,,
594,Resignation-Other reasons,06/2013,2005.0,2009.0,Teacher,Secondary,,,Permanent Full-time,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,True,True,False,Female,36-40,,,,,
595,Ill Health Retirement,06/2013,,,Cleaner,,Central Office,Education Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,56-60,,,,,
596,Age Retirement,06/2013,1990.0,2004.0,Head of Curriculum/Head of Special Education,,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,,,,,
597,Voluntary Early Retirement (VER),09/2013,1988.0,2000.0,Cleaner,,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,Yes,,
598,Voluntary Early Retirement (VER),06/2013,1978.0,1986.0,Head of Curriculum/Head of Special Education,,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56-60,,,,,
599,Age Retirement,07/2013,1984.0,1986.0,Teacher,Primary,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,,,,,
600,Voluntary Early Retirement (VER),09/2013,1970.0,1998.0,Teacher,Secondary,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,,,,,
601,Age Retirement,07/2013,1990.0,,Teacher Aide,,North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
602,Resignation-Other employer,07/2013,2010.0,2010.0,Public Servant,AO5-AO7,Central Office,Other,Permanent Full-time,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,,,,,
603,Age Retirement,06/2013,2007.0,2007.0,Cleaner,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,Yes
604,Contract Expired,09/2013,2013.0,2013.0,Public Servant,A01-A04,South East,,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,,,,,
605,Resignation-Other reasons,07/2013,1996.0,1996.0,Schools Officer,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,,,,,
606,Age Retirement,07/2013,1991.0,2010.0,School Administrative Staff,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
607,Age Retirement,07/2013,1980.0,2000.0,Teacher,Secondary,Far North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,,,,,
608,Resignation-Other reasons,06/2013,2004.0,2011.0,Teacher,Primary,,,Permanent Part-time,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,31-35,,,,,
609,Resignation-Other reasons,07/2013,2004.0,2012.0,Teacher,Secondary,Far North Queensland,,Permanent Full-time,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,Female,31-35,,,,,
610,Ill Health Retirement,11/2012,1968.0,2012.0,Teacher,Secondary,South East,,Temporary Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,61 or older,,,,,
611,Resignation-Other reasons,06/2013,1989.0,1989.0,Teacher Aide,,South East,,Permanent Part-time,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Female,61 or older,,,,,
612,Ill Health Retirement,05/2013,1990.0,1990.0,Teacher,Secondary,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,61 or older,,,,,
